update,wall_time_s,t_dist_s,t_collect_s,t_gae_s,t_ppo_s,n_finished,n_won,win_rate,avg_ep_len,avg_reward,p_loss,v_loss,entropy,vram_alloc_before_mb,vram_reserved_before_mb,vram_alloc_after_mb,vram_reserved_after_mb
203,690.550,0.039,326.469,0.0108,363.050,0,0,0.0000,16384.00,1930.7000,0.023731,0.106471,2.524144,33.8,188.0,33.8,186.0
204,668.871,0.068,307.671,0.0111,360.154,0,0,0.0000,16384.00,1868.9000,0.017033,0.095481,2.461027,33.8,186.0,33.8,180.0
205,690.388,0.036,323.013,0.0106,366.361,0,0,0.0000,16384.00,1823.4000,-0.004253,0.101657,2.522078,33.8,180.0,34.2,214.0
206,707.571,0.035,335.769,0.0100,370.781,0,0,0.0000,16384.00,1784.7999,0.000893,0.098283,2.584895,34.2,214.0,33.8,194.0
207,705.240,0.066,330.751,0.0105,373.385,0,0,0.0000,16384.00,1789.3000,-0.007920,0.108351,2.527867,33.8,194.0,33.8,174.0
208,719.228,0.064,333.734,0.0105,384.382,0,0,0.0000,16384.00,1876.7000,-0.002951,0.120210,2.482500,33.8,174.0,33.8,170.0
209,731.285,0.031,344.727,0.0103,385.470,0,0,0.0000,16384.00,1810.0000,0.014225,0.136830,2.548949,33.8,170.0,33.8,180.0
210,754.371,0.064,355.249,0.0109,397.966,0,0,0.0000,16384.00,1852.9000,-0.005867,0.134095,2.476946,33.8,180.0,34.2,236.0
211,738.488,0.045,342.862,0.0105,394.547,0,0,0.0000,16384.00,1782.8999,0.007411,0.134023,2.542857,34.2,236.0,34.2,204.0
212,752.598,0.067,353.786,0.0111,397.657,0,0,0.0000,16384.00,1833.4000,-0.003052,0.146620,2.597801,34.2,204.0,34.2,226.0
213,779.956,0.051,369.471,0.0106,409.357,0,0,0.0000,16384.00,1751.8000,0.001514,0.152801,2.645341,34.2,226.0,34.2,216.0
214,781.467,0.061,369.434,0.0109,410.843,0,0,0.0000,16384.00,1886.1001,-0.024696,0.176734,2.543683,34.2,216.0,34.2,212.0
215,792.443,0.033,378.334,0.0103,412.984,0,0,0.0000,16384.00,1879.4000,-0.008994,0.172971,2.466577,34.2,212.0,34.2,224.0
216,823.889,0.032,394.239,0.0105,428.554,0,0,0.0000,16384.00,1748.0000,-0.023869,0.173765,2.575375,34.2,224.0,34.2,204.0
217,827.617,0.069,386.674,0.0103,439.742,0,0,0.0000,16384.00,1765.6000,0.005942,0.177691,2.531306,34.2,204.0,34.2,236.0
218,804.818,0.032,384.039,0.0101,419.696,0,0,0.0000,16384.00,1844.1000,-0.008830,0.176253,2.525219,34.2,236.0,33.8,166.0
219,832.953,0.032,396.289,0.0103,435.536,0,0,0.0000,16384.00,2057.5000,-0.003583,0.189827,2.415128,33.8,166.0,33.8,174.0
220,829.027,0.037,398.875,0.0106,429.008,2,1,0.5000,8192.00,1190.5000,0.010001,0.483997,2.326463,33.8,174.0,33.8,192.0
221,879.652,0.067,407.163,0.0106,471.287,0,0,0.0000,16384.00,2459.6001,0.003705,0.243415,2.310035,33.8,192.0,34.2,196.0
222,885.824,0.031,407.975,0.0108,476.600,0,0,0.0000,16384.00,2362.3999,0.004283,0.215335,2.399971,34.2,196.0,34.2,218.0
223,879.462,0.067,402.393,0.0102,475.797,0,0,0.0000,16384.00,2553.6001,-0.014136,0.248829,2.241336,34.2,218.0,33.8,188.0
224,901.298,0.035,421.440,0.0107,478.647,0,0,0.0000,16384.00,2402.8999,0.002471,0.241329,2.273228,33.8,188.0,33.8,186.0
225,982.989,0.074,442.445,0.0103,539.232,0,0,0.0000,16384.00,2425.4001,0.006992,0.231621,2.301543,33.8,186.0,34.2,192.0
226,1033.229,0.068,443.651,0.0111,588.287,0,0,0.0000,16384.00,2263.8999,0.012916,0.230541,2.230362,34.2,192.0,33.8,190.0
227,1110.938,0.032,468.235,0.0105,641.436,0,0,0.0000,16384.00,2328.2000,0.002539,0.259331,2.252594,33.8,190.0,34.2,200.0
228,1068.846,0.043,467.324,0.0101,600.263,0,0,0.0000,16384.00,2410.5000,-0.013530,0.236523,2.175344,34.2,200.0,34.2,182.0
229,1105.963,0.036,478.565,0.0110,626.160,0,0,0.0000,16384.00,2812.8999,-0.028962,0.274533,1.995212,34.2,182.0,34.2,182.0
230,1112.088,0.034,483.029,0.0109,627.780,0,0,0.0000,16384.00,2683.3999,0.002394,0.243656,1.845148,34.2,182.0,34.2,214.0
231,1163.321,0.045,492.642,0.0102,669.422,0,0,0.0000,16384.00,2545.0000,-0.009788,0.309257,1.794723,34.2,214.0,34.2,208.0
232,1201.625,0.059,495.830,0.0108,704.476,0,0,0.0000,16384.00,2444.8000,-0.005329,0.324195,1.746578,34.2,208.0,33.8,190.0
233,1179.163,0.046,494.755,0.0111,683.139,0,0,0.0000,16384.00,2559.7998,-0.006412,0.290593,1.701240,33.8,190.0,34.2,208.0
234,1165.979,0.050,492.745,0.0104,671.923,0,0,0.0000,16384.00,2762.7002,-0.000125,0.273051,1.672038,34.2,208.0,33.8,164.0
235,1160.972,0.046,499.841,0.0103,659.865,0,0,0.0000,16384.00,3079.1001,0.005179,0.312911,1.637817,33.8,164.0,34.2,204.0
236,1169.875,0.035,495.466,0.0113,673.085,0,0,0.0000,16384.00,3068.0000,-0.013880,0.265550,1.552824,34.2,204.0,34.2,212.0
237,1099.059,0.041,483.331,0.0115,614.390,0,0,0.0000,16384.00,3276.8999,0.008357,0.289854,1.718986,34.2,212.0,34.2,208.0
238,1117.997,0.069,492.959,0.0114,623.726,1,0,0.0000,16384.00,3290.3000,-0.009813,0.272870,1.654519,34.2,208.0,33.8,200.0
239,1149.533,0.068,488.867,0.0102,659.327,0,0,0.0000,16384.00,3525.8999,-0.001774,0.264099,1.595482,33.8,200.0,34.2,192.0
240,1157.752,0.036,494.295,0.0101,662.155,0,0,0.0000,16384.00,3425.2000,-0.002985,0.258987,1.621562,34.2,192.0,33.8,164.0
241,1159.427,0.036,491.319,0.0119,666.820,0,0,0.0000,16384.00,3365.8000,-0.002976,0.242496,1.615010,33.8,164.0,33.8,158.0
242,1140.988,0.066,490.004,0.0102,649.693,0,0,0.0000,16384.00,3523.5000,-0.016483,0.249259,1.684240,33.8,158.0,33.8,182.0
243,1102.130,0.060,473.718,0.0108,627.039,1,0,0.0000,16384.00,3456.8999,0.011646,0.263912,1.650386,33.8,182.0,34.2,208.0
244,1137.090,0.035,496.360,0.0103,639.440,0,0,0.0000,16384.00,3480.3000,-0.007539,0.266525,1.758894,34.2,208.0,34.2,206.0
245,1103.746,0.040,483.259,0.0099,619.177,1,0,0.0000,16384.00,3668.7998,-0.012461,0.322217,1.579819,34.2,206.0,34.2,204.0
246,1166.447,0.070,487.314,0.0106,677.748,1,0,0.0000,16384.00,3663.3000,0.004594,0.292211,1.600157,34.2,204.0,34.2,194.0
247,1125.500,0.066,489.736,0.0108,634.422,0,0,0.0000,16384.00,3637.8999,-0.012323,0.293532,1.637079,34.2,194.0,33.8,176.0
248,1220.178,0.031,502.977,0.0106,715.873,0,0,0.0000,16384.00,3595.3999,0.009324,0.311947,1.592733,33.8,176.0,34.2,212.0
249,1172.764,0.052,500.085,0.0097,671.319,1,0,0.0000,16384.00,3623.3000,-0.017407,0.300661,1.484310,34.2,212.0,33.8,186.0
250,1235.296,0.031,524.609,0.0104,709.312,1,0,0.0000,16384.00,3513.4001,0.011829,0.311253,1.567922,33.8,186.0,34.2,196.0
251,1269.740,0.047,519.573,0.0118,748.777,1,0,0.0000,16384.00,3124.8999,-0.010329,0.346490,1.361562,34.2,196.0,33.8,182.0
252,1245.152,0.032,512.270,0.0112,731.474,3,0,0.0000,5461.33,1019.4666,0.002737,0.471133,1.339091,33.8,182.0,34.2,220.0
253,1250.123,0.036,515.352,0.0104,733.374,2,0,0.0000,8192.00,1715.9500,-0.014952,0.488830,1.378455,34.2,220.0,34.2,198.0
254,1366.351,0.066,527.048,0.0105,837.850,3,1,0.3333,5461.33,1137.4001,-0.006306,0.680269,1.386854,34.2,198.0,33.8,188.0
255,1278.148,0.044,526.152,0.0104,750.650,7,5,0.7143,2340.57,571.8714,-0.011069,1.200745,1.418966,33.8,188.0,34.2,192.0
256,1271.935,0.068,517.433,0.0112,753.096,4,0,0.0000,4096.00,957.1750,-0.017774,0.439689,1.350268,34.2,192.0,34.2,180.0
257,1075.525,0.046,468.848,0.0102,605.335,4,2,0.5000,4096.00,1104.9751,0.011755,1.123548,1.409537,34.2,180.0,34.2,200.0
258,1028.607,0.037,459.942,0.0107,567.419,4,2,0.5000,4096.00,1053.7000,-0.012423,0.797233,1.379304,34.2,200.0,34.2,186.0
259,1056.868,0.055,470.727,0.0106,584.946,4,1,0.2500,4096.00,975.7000,-0.002055,0.665038,1.446361,34.2,186.0,34.2,220.0
260,982.467,0.053,467.147,0.0105,514.084,2,1,0.5000,8192.00,1987.7000,0.003274,0.537905,1.443539,34.2,220.0,34.2,180.0
261,994.088,0.059,449.625,0.0105,543.266,0,0,0.0000,16384.00,3867.7998,0.009161,0.324804,1.488526,34.2,180.0,34.2,190.0
262,1037.258,0.051,478.393,0.0109,557.644,0,0,0.0000,16384.00,3688.2000,-0.004018,0.313040,1.489915,34.2,190.0,34.2,216.0
263,1078.622,0.049,483.184,0.0113,594.163,0,0,0.0000,16384.00,3729.9001,0.000362,0.299537,1.529756,34.2,216.0,34.2,212.0
264,1063.749,0.067,458.640,0.0105,603.752,0,0,0.0000,16384.00,3859.1001,-0.009727,0.307339,1.486646,34.2,212.0,34.2,210.0
265,974.446,0.069,418.449,0.0119,554.742,4,2,0.5000,4096.00,1038.6001,-0.005864,0.637687,1.475689,34.2,210.0,34.2,216.0
266,959.307,0.067,429.808,0.0103,528.313,2,1,0.5000,8192.00,1920.1000,0.005558,0.625250,1.344104,34.2,216.0,34.2,216.0
267,973.880,0.066,440.691,0.0126,532.029,0,0,0.0000,16384.00,3755.2002,-0.019727,0.267821,1.413789,34.2,216.0,33.8,180.0
268,954.321,0.065,437.638,0.0124,515.536,0,0,0.0000,16384.00,3673.3000,-0.020587,0.278020,1.508811,33.8,180.0,33.8,168.0
269,1041.684,0.057,458.343,0.0106,582.143,0,0,0.0000,16384.00,3600.5000,-0.000461,0.290235,1.498524,33.8,168.0,34.2,192.0
270,1062.400,0.070,458.298,0.0101,602.856,0,0,0.0000,16384.00,3428.7998,-0.003732,0.279774,1.486923,34.2,192.0,34.2,208.0
271,1027.752,0.064,460.821,0.0114,565.714,0,0,0.0000,16384.00,3426.2000,-0.020463,0.267145,1.504301,34.2,208.0,33.8,186.0
272,1026.164,0.052,452.249,0.0109,572.689,0,0,0.0000,16384.00,3719.1001,0.005286,0.229183,1.476863,33.8,186.0,34.2,198.0
273,1023.906,0.039,451.139,0.0115,571.566,2,1,0.5000,8192.00,1891.0500,-0.008374,0.418959,1.567061,34.2,198.0,34.2,196.0
274,1060.323,0.069,453.640,0.0100,605.439,1,1,1.0000,16384.00,3405.2998,-0.005312,0.461577,1.496348,34.2,196.0,34.2,194.0
275,1052.704,0.046,461.460,0.0107,590.044,0,0,0.0000,16384.00,3393.2000,0.005196,0.270065,1.647142,34.2,194.0,34.2,198.0
