update,wall_time_s,t_dist_s,t_collect_s,t_gae_s,t_ppo_s,n_finished,n_won,win_rate,avg_ep_len,avg_reward,p_loss,v_loss,entropy,vram_alloc_before_mb,vram_reserved_before_mb,vram_alloc_after_mb,vram_reserved_after_mb
338,1281.033,0.068,592.523,0.0106,687.166,1,0,0.0000,16384.00,3459.7998,0.003204,0.274630,1.509049,34.2,208.0,34.2,220.0
339,1447.796,0.070,622.405,0.0102,824.010,2,2,1.0000,8192.00,1887.6500,0.000938,0.600317,1.353655,34.2,220.0,34.2,208.0
340,1513.492,0.068,637.635,0.0103,874.537,1,0,0.0000,16384.00,3446.2002,0.008356,0.231312,1.318093,34.2,208.0,34.2,210.0
341,1168.087,0.037,523.492,0.0107,643.378,4,4,1.0000,4096.00,954.1250,-0.015717,0.733365,1.166514,34.2,210.0,34.2,210.0
342,1162.519,0.036,541.940,0.0103,619.330,2,2,1.0000,8192.00,1923.0000,0.025526,0.762588,1.036878,34.2,210.0,34.2,196.0
343,1223.484,0.068,550.332,0.0101,671.833,3,2,0.6667,5461.33,1409.9333,-0.019798,0.489521,1.082220,34.2,196.0,34.2,186.0
344,1234.230,0.069,549.784,0.0101,683.056,6,4,0.6667,2730.67,740.8000,0.002600,0.894696,1.125418,34.2,186.0,34.2,200.0
345,1218.298,0.069,551.824,0.0113,665.067,0,0,0.0000,16384.00,4262.7998,-0.011842,0.252131,1.081096,34.2,200.0,34.2,202.0
346,1204.552,0.032,549.941,0.0104,653.302,2,0,0.0000,8192.00,2048.7000,0.006612,0.250249,1.083742,34.2,202.0,34.2,196.0
347,1203.629,0.031,553.797,0.0117,648.505,1,1,1.0000,16384.00,4121.1997,-0.003729,0.439638,1.045584,34.2,196.0,34.2,228.0
348,1185.145,0.033,544.296,0.0112,639.515,3,2,0.6667,5461.33,1493.6331,0.000531,0.506067,1.023249,34.2,228.0,34.2,210.0
349,1215.580,0.034,555.976,0.0106,658.269,1,1,1.0000,16384.00,4388.2002,-0.005423,0.337540,1.009061,34.2,210.0,34.2,200.0
350,1188.702,0.060,543.995,0.0118,643.309,0,0,0.0000,16384.00,4185.0000,-0.006376,0.245990,1.140705,34.2,200.0,34.2,212.0
351,1202.390,0.036,560.368,0.0107,640.668,0,0,0.0000,16384.00,4323.3999,-0.018451,0.224742,1.160356,34.2,212.0,33.8,198.0
352,1248.754,0.033,567.288,0.0101,680.126,2,2,1.0000,8192.00,2226.4500,0.024937,0.749862,1.185524,33.8,198.0,34.2,208.0
353,1784.865,0.067,620.219,0.0101,1163.093,1,1,1.0000,16384.00,4305.0000,0.003106,0.368258,1.260217,34.2,208.0,34.2,208.0
